id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source,generated_date,data_snapshot_date,source_period
AGR-0101-PH-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,东南亚,菲律宾,PH,country,general,无要求/中学,16-35,global,2.8,1.5,4.8,7.0,6.5,9.4,3.9,2.5,0.0,4.1,4.0,3.5,3.4,3.1,4.0,3.2,2.5,2.6,4.2,4.0,0.9,6.6,3.9,5.5,7.1,5.3,6.6,4.1,8.6,0.4,7.9,2.8,2.6,3.5,0,-1,→,2026-2030,4.39,菲律宾粮食作物种植者：薪资水平偏低，供过于求，加班文化严重,"Philippines Grain Farmer: relatively low pay, oversupply of talent, heavy overtime culture",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-IN-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南亚,印度,IN,country,general,无要求/中学,16-35,global,3.3,2.0,4.6,7.5,6.9,10.0,5.1,2.7,1.1,5.3,4.0,4.0,3.7,2.1,4.5,4.4,3.3,2.8,4.0,3.6,0.3,7.4,3.9,5.5,7.3,2.3,6.8,4.4,8.6,1.1,8.3,2.4,3.6,3.3,0,-1,→,2026-2030,4.54,印度粮食作物种植者：薪资水平偏低，AI替代风险较高，加班文化严重,"India Grain Farmer: relatively low pay, high AI displacement risk, heavy overtime culture",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-PK-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南亚,巴基斯坦,PK,country,general,无要求/中学,16-35,global,2.5,1.4,4.4,7.0,7.1,9.6,4.3,3.3,0.5,4.3,3.5,2.8,2.9,3.9,4.5,4.4,2.7,2.2,4.3,3.8,0.0,7.6,3.7,5.1,6.3,1.4,6.6,4.3,8.7,0.5,8.7,2.4,1.4,3.1,0,-1,→,2026-2030,4.38,巴基斯坦粮食作物种植者：薪资水平偏低，就业波动大,"Pakistan Grain Farmer: relatively low pay, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-BD-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南亚,孟加拉国,BD,country,general,无要求/中学,16-35,global,3.0,1.5,4.2,7.3,6.9,10.0,4.7,2.3,0.0,4.6,3.0,2.8,3.9,3.6,4.5,3.8,3.7,2.6,4.2,3.0,0.3,7.1,3.4,5.3,6.3,1.1,7.4,3.5,8.1,0.5,8.5,3.4,1.6,3.3,0,-2,↓,2026-2030,4.3,孟加拉国粮食作物种植者：薪资水平偏低，就业波动大，近年需求下降,"Bangladesh Grain Farmer: relatively low pay, volatile employment, declining demand",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-AE-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,中亚/西亚,阿联酋,AE,country,general,无要求/中学,16-35,global,3.6,1.8,1.6,7.9,3.3,6.0,3.5,5.5,5.9,4.3,5.8,6.5,4.2,4.4,4.8,3.0,2.1,1.7,3.0,3.8,0.9,6.6,5.2,5.5,5.7,3.2,6.4,3.7,6.5,1.1,7.3,2.8,3.6,3.7,-1,-1,→,2026-2030,4.7,阿联酋粮食作物种植者：供过于求，AI替代风险较高,"United Arab Emirates Grain Farmer: oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-IL-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,中亚/西亚,以色列,IL,country,general,无要求/中学,16-35,global,2.8,2.0,3.2,7.5,5.7,8.6,4.5,5.3,6.5,5.6,5.5,6.3,5.4,2.9,4.3,3.8,3.5,1.7,3.1,4.4,0.3,6.4,5.4,5.9,6.3,6.8,7.2,3.8,6.3,0.8,8.5,3.0,3.4,3.7,0,-1,→,2026-2030,5.12,以色列粮食作物种植者：AI替代风险较高，加班文化严重,"Israel Grain Farmer: high AI displacement risk, heavy overtime culture",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-SA-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,中亚/西亚,沙特阿拉伯,SA,country,general,无要求/中学,16-35,global,2.8,1.8,2.2,7.5,3.9,6.2,3.3,4.3,4.1,4.8,4.5,5.5,4.9,4.4,5.3,2.6,3.1,1.9,3.6,3.0,0.0,7.1,4.7,5.3,5.7,0.8,6.4,4.1,8.0,0.8,7.7,3.4,1.8,3.1,0,-1,→,2026-2030,4.48,沙特阿拉伯粮食作物种植者：薪资水平偏低，供过于求，AI替代风险较高,"Saudi Arabia Grain Farmer: relatively low pay, oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-TR-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,中亚/西亚,土耳其,TR,country,general,无要求/中学,16-35,global,2.5,1.7,4.4,7.2,6.9,10.0,3.9,4.7,1.4,4.1,3.3,4.3,3.4,3.4,4.0,3.2,3.1,2.2,3.6,3.6,0.9,6.9,4.2,5.3,6.7,2.6,7.0,4.0,8.6,0.5,8.3,2.4,1.6,3.5,0,-1,→,2026-2030,4.47,土耳其粮食作物种植者：薪资水平偏低，供过于求，AI替代风险较高,"Turkey Grain Farmer: relatively low pay, oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-GB-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,西欧,英国,GB,country,general,无要求/中学,16-35,global,3.1,2.6,3.4,7.9,4.5,7.2,3.7,6.3,5.0,4.6,6.3,7.0,5.7,6.1,6.0,3.2,3.1,1.9,2.7,4.2,0.9,7.1,5.4,5.7,6.5,6.8,7.6,4.3,6.0,1.4,7.3,3.6,3.8,3.5,0,0,→,2025-2028,5.18,英国粮食作物种植者：供过于求，AI替代风险较高,"United Kingdom Grain Farmer: oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-FR-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,西欧,法国,FR,country,general,无要求/中学,16-35,global,2.8,2.4,3.6,7.8,6.1,9.0,4.3,5.3,5.9,6.1,6.0,7.0,5.7,6.4,6.5,4.0,3.3,1.6,3.0,3.6,0.6,8.1,6.9,6.1,6.3,6.2,6.8,3.7,6.3,1.0,7.5,2.8,3.6,3.1,0,-1,→,2026-2030,5.45,法国粮食作物种植者：AI替代风险较高,France Grain Farmer: high AI displacement risk,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-DE-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,西欧,德国,DE,country,general,无要求/中学,16-35,global,3.0,2.0,3.0,7.9,4.9,7.6,3.7,6.3,7.1,4.8,6.5,7.3,5.4,6.6,7.0,3.4,2.7,1.6,3.4,3.4,0.3,7.6,7.4,5.7,6.7,5.6,7.6,3.7,5.6,1.4,7.5,3.6,3.4,3.7,0,0,→,2026-2030,5.41,德国粮食作物种植者：供过于求，AI替代风险较高,"Germany Grain Farmer: oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-NL-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,西欧,荷兰,NL,country,general,无要求/中学,16-35,global,3.4,2.0,3.8,7.8,6.5,9.8,4.9,6.3,6.5,4.8,7.0,7.8,5.9,7.9,6.8,3.8,3.5,1.7,3.0,3.6,0.6,7.9,7.9,6.3,6.5,8.0,7.2,4.1,5.9,1.4,7.1,2.8,3.8,2.7,0,0,→,2026-2030,5.74,荷兰粮食作物种植者：AI替代风险较高，工作时间规律,"Netherlands Grain Farmer: high AI displacement risk, regular working hours",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-CH-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,西欧,瑞士,CH,country,general,无要求/中学,16-35,global,3.4,2.3,2.8,8.5,4.3,7.2,3.7,5.5,8.6,5.3,8.0,8.0,5.4,5.9,6.5,2.8,3.3,1.4,3.0,3.2,0.3,6.6,7.7,4.9,7.1,5.6,7.4,4.1,5.7,1.1,7.3,3.8,4.0,2.7,0,-1,→,2026-2030,5.48,瑞士粮食作物种植者：薪资回报高，供过于求，AI替代风险较高,"Switzerland Grain Farmer: high compensation, oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-SE-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,北欧,瑞典,SE,country,general,无要求/中学,16-35,global,3.4,2.0,3.2,7.8,4.3,7.4,4.5,5.7,4.4,4.1,8.0,7.5,5.7,7.6,6.5,3.0,3.3,1.7,3.4,3.4,1.8,7.6,7.9,5.3,6.5,8.6,7.0,3.7,6.5,1.1,7.5,3.4,4.0,3.3,0,0,→,2026-2030,5.42,瑞典粮食作物种植者：薪资水平偏低，AI替代风险较高，工作时间规律,"Sweden Grain Farmer: relatively low pay, high AI displacement risk, regular working hours",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-DK-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,北欧,丹麦,DK,country,general,无要求/中学,16-35,global,3.6,1.8,3.2,8.2,6.1,9.2,5.1,6.1,5.3,5.3,8.0,8.0,6.2,8.9,7.3,3.6,3.3,1.4,3.3,4.2,0.0,8.1,7.7,5.3,7.3,8.3,7.2,4.3,6.3,1.4,7.9,3.6,3.8,2.7,0,0,→,2026-2030,5.78,丹麦粮食作物种植者：AI替代风险较高，工作时间规律，就业稳定,"Denmark Grain Farmer: high AI displacement risk, regular working hours, stable employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-FI-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,北欧,芬兰,FI,country,general,无要求/中学,16-35,global,3.1,2.1,2.6,8.4,4.7,7.6,4.1,6.3,4.1,4.1,7.0,7.5,5.9,8.1,7.8,3.6,3.5,1.6,3.3,3.8,1.5,7.6,7.7,4.9,6.7,8.3,7.6,4.1,5.9,1.3,7.3,3.0,3.8,3.5,0,0,→,2026-2030,5.47,芬兰粮食作物种植者：薪资水平偏低，AI替代风险较高，工作时间规律,"Finland Grain Farmer: relatively low pay, high AI displacement risk, regular working hours",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-IT-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南欧,意大利,IT,country,general,无要求/中学,16-35,global,3.6,1.8,3.2,7.2,5.7,9.4,3.9,6.3,2.9,4.8,5.5,6.5,5.4,4.1,5.0,4.2,2.9,2.3,3.4,3.2,0.0,7.1,4.7,5.7,6.5,4.4,7.0,3.5,8.4,1.3,8.1,2.6,2.2,3.3,0,-1,→,2026-2030,4.79,意大利粮食作物种植者：薪资水平偏低，供过于求，AI替代风险较高,"Italy Grain Farmer: relatively low pay, oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-ES-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南欧,西班牙,ES,country,general,无要求/中学,16-35,global,3.3,2.3,3.4,7.5,6.3,9.6,4.3,6.5,3.5,5.1,5.0,6.5,4.4,3.4,5.3,3.4,2.7,2.3,3.4,3.6,1.5,7.1,5.7,6.1,6.3,4.7,7.2,4.4,8.7,1.1,8.7,3.4,2.4,2.5,0,-1,→,2026-2030,4.96,西班牙粮食作物种植者：薪资水平偏低，AI替代风险较高，加班文化严重,"Spain Grain Farmer: relatively low pay, high AI displacement risk, heavy overtime culture",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-PT-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南欧,葡萄牙,PT,country,general,无要求/中学,16-35,global,3.1,2.1,3.2,7.3,5.3,8.8,3.7,3.9,2.9,3.6,4.8,6.0,4.4,4.9,5.8,4.0,3.1,2.3,3.5,4.0,0.3,6.9,5.2,5.9,6.9,7.1,7.6,3.8,8.4,1.1,7.7,3.0,3.6,2.9,0,-1,→,2026-2030,4.81,葡萄牙粮食作物种植者：薪资水平偏低，供过于求，AI替代风险较高,"Portugal Grain Farmer: relatively low pay, oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-PL-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,东欧,波兰,PL,country,general,无要求/中学,16-35,global,3.6,1.7,3.2,7.8,5.5,8.8,3.9,4.1,2.6,5.1,5.3,6.0,5.4,4.1,5.5,3.0,3.5,1.9,3.8,3.8,1.2,7.6,5.4,5.9,6.1,5.0,7.2,4.4,8.4,1.0,7.9,3.4,3.8,3.5,0,-1,→,2026-2030,4.92,波兰粮食作物种植者：薪资水平偏低，供过于求，AI替代风险较高,"Poland Grain Farmer: relatively low pay, oversupply of talent, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-CZ-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,东欧,捷克,CZ,country,general,无要求/中学,16-35,global,2.8,1.7,2.8,7.5,4.1,7.2,4.1,5.5,2.9,3.8,6.0,6.8,4.9,4.9,6.0,3.4,2.7,1.6,3.1,3.8,1.5,7.6,6.9,5.3,5.9,5.6,7.8,4.0,8.4,1.3,7.5,2.8,3.8,3.3,0,-1,→,2026-2030,4.96,捷克粮食作物种植者：薪资水平偏低，AI替代风险较高,"Czech Republic Grain Farmer: relatively low pay, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-RU-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,东欧,俄罗斯,RU,country,general,无要求/中学,16-35,global,2.7,2.6,3.8,7.2,5.5,9.0,4.5,3.7,1.4,4.6,3.3,4.0,3.4,4.4,5.0,3.6,3.5,1.7,3.3,3.4,0.6,7.1,4.9,5.5,6.9,5.3,7.0,3.8,8.1,1.3,8.9,2.8,0.6,3.3,0,-2,↓,2026-2030,4.48,俄罗斯粮食作物种植者：薪资水平偏低，AI替代风险较高，就业波动大,"Russia Grain Farmer: relatively low pay, high AI displacement risk, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-US-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,北美,美国,US,country,general,无要求/中学,16-35,global,3.6,2.0,3.6,7.9,5.9,9.4,4.7,5.5,7.4,5.6,4.8,6.3,4.4,3.4,5.0,4.0,3.5,1.4,3.0,4.4,0.6,6.1,4.9,5.9,6.9,6.5,7.2,3.8,6.0,1.4,8.1,3.4,3.6,2.5,0,-1,→,2026-2030,5.24,美国粮食作物种植者：AI替代风险较高，加班文化严重,"United States Grain Farmer: high AI displacement risk, heavy overtime culture",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-CA-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,北美,加拿大,CA,country,general,无要求/中学,16-35,global,3.3,2.1,4.0,7.9,6.1,9.6,4.5,6.3,5.9,5.3,6.5,7.3,4.9,6.1,6.5,3.0,3.1,1.7,3.1,4.2,0.3,7.9,6.4,5.5,6.7,6.5,7.4,4.3,6.0,1.4,7.1,3.0,4.4,2.9,0,-1,→,2026-2030,5.5,加拿大粮食作物种植者：AI替代风险较高,Canada Grain Farmer: high AI displacement risk,AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-MX-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,北美,墨西哥,MX,country,general,无要求/中学,16-35,global,3.0,2.3,4.0,7.8,6.5,8.8,4.3,4.9,1.7,4.3,4.3,3.8,3.2,3.4,4.5,3.0,3.5,1.9,3.6,3.2,0.9,6.6,3.7,6.1,6.9,4.1,6.8,4.4,8.1,1.0,8.9,3.6,1.4,2.9,0,-1,→,2026-2030,4.55,墨西哥粮食作物种植者：薪资水平偏低，AI替代风险较高，加班文化严重,"Mexico Grain Farmer: relatively low pay, high AI displacement risk, heavy overtime culture",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-BR-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南美,巴西,BR,country,general,无要求/中学,16-35,global,2.7,2.1,4.2,7.5,7.1,10.0,5.3,4.3,2.3,4.8,4.3,4.8,4.7,4.1,5.5,3.8,3.1,2.0,3.3,4.0,0.6,6.9,4.9,5.7,6.7,4.1,7.4,3.8,7.8,0.8,7.9,3.0,1.4,3.5,0,-1,→,2026-2030,4.82,巴西粮食作物种植者：薪资水平偏低，AI替代风险较高,"Brazil Grain Farmer: relatively low pay, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-AR-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南美,阿根廷,AR,country,general,无要求/中学,16-35,global,3.0,2.0,4.0,6.6,6.5,10.0,5.1,4.1,2.0,4.1,2.5,4.3,3.4,4.1,5.3,4.2,2.9,2.0,3.6,3.4,0.9,6.6,4.2,6.1,6.5,3.2,7.4,4.0,8.4,0.8,8.1,3.2,2.2,2.9,0,-1,→,2026-2030,4.59,阿根廷粮食作物种植者：薪资水平偏低，AI替代风险较高，就业波动大,"Argentina Grain Farmer: relatively low pay, high AI displacement risk, volatile employment",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
AGR-0101-CL-general,农业、资源与环境,AGR,种植,粮食作物种植者,Grain Farmer,6111,45-2091.00,南美,智利,CL,country,general,无要求/中学,16-35,global,2.5,2.3,4.0,7.8,6.5,9.0,4.5,4.7,2.3,3.6,5.0,5.0,4.9,4.9,5.5,3.2,2.9,2.2,3.5,3.6,1.2,7.4,4.7,5.7,6.7,4.7,7.6,4.0,8.6,1.4,8.5,2.8,2.4,3.3,0,-1,→,2026-2030,4.79,智利粮食作物种植者：薪资水平偏低，AI替代风险较高,"Chile Grain Farmer: relatively low pay, high AI displacement risk",AI综合评估 + O*NET/ILO/OECD锚点校准,2026-04-13,2026-04-13,2000-2026
