id,major_category,major_code,mid_category,sub_category,sub_category_en,isco_code,onet_code,region,country_or_region,iso_code,type,employer_type,typical_education,typical_entry_age,locality,learning_cost,education_req,growth_coeff,career_lifespan,opportunity,market_size,supply_demand,developed_scarcity,value_added,cost_performance,stability,safety,occupational_disease,overtime,burnout,skill_versatility,career_switch,reputation_variance,ai_resistance,social_status,remote_friendly,autonomy,family_friendly,fulfillment,entrepreneurship,gender_equality,age_flexibility,social_interaction,physical_demand,license_barrier,cycle_sensitivity,side_job_compat,intl_mobility,industry_monopoly,trend_2000_2026,trend_5yr,demand_direction,ai_timeline,composite_index,summary_zh,summary_en,data_source
EDU-0101-IN-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南亚,印度,IN,country,general,本科/教育学,22-28,global,4.8,5.5,4.4,8.6,7.5,10.0,4.7,5.7,3.7,4.8,8.1,9.1,5.4,6.0,4.1,5.3,5.0,1.6,8.3,5.6,3.6,5.5,6.5,7.2,3.8,6.9,6.7,8.3,4.2,5.8,1.6,5.3,5.2,2.3,2,0,→,2035+,6.05,印度小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"India Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-PK-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南亚,巴基斯坦,PK,country,general,本科/教育学,22-28,global,4.7,5.2,3.8,8.2,7.0,10.0,4.2,4.9,3.0,4.0,8.1,9.0,5.0,6.2,4.2,4.9,4.6,2.0,8.1,5.0,2.8,5.0,6.2,7.0,3.0,6.6,7.2,8.4,4.3,5.5,1.7,4.6,4.1,2.8,2,-1,→,2035+,5.7,巴基斯坦小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Pakistan Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-BD-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南亚,孟加拉国,BD,country,general,本科/教育学,22-28,global,4.5,5.3,4.0,8.5,7.0,10.0,4.6,4.6,2.8,4.0,7.6,8.8,5.1,6.3,4.1,4.9,4.9,1.7,7.7,5.0,2.4,5.2,6.7,7.0,3.3,6.8,7.1,8.6,4.3,5.4,1.3,5.0,4.4,3.0,2,-1,→,2035+,5.73,孟加拉国小学教师：薪资水平偏低，AI替代抗性强,"Bangladesh Elementary School Teacher: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-AE-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,中亚/西亚,阿联酋,AE,country,general,本科/教育学,22-28,global,4.7,5.5,3.8,8.5,6.0,8.6,5.3,5.5,5.8,5.7,8.4,8.9,5.5,6.3,4.5,5.7,5.2,1.4,8.0,6.0,3.4,5.3,6.6,7.9,3.7,7.3,7.2,8.7,4.2,6.3,1.4,5.0,5.4,2.7,1,0,→,2035+,6.19,阿联酋小学教师：AI替代抗性强，就业稳定,"United Arab Emirates Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-IL-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,中亚/西亚,以色列,IL,country,general,本科/教育学,22-28,global,5.4,5.4,4.1,8.6,6.7,8.7,5.3,6.6,5.3,5.4,8.0,9.0,5.7,6.5,4.5,5.7,5.5,1.1,8.2,6.2,3.3,5.3,7.2,7.9,3.7,8.5,7.3,8.3,3.9,6.3,1.7,5.4,5.1,2.7,1,1,→,2035+,6.29,以色列小学教师：AI替代抗性强，就业稳定,"Israel Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-SA-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,中亚/西亚,沙特阿拉伯,SA,country,general,本科/教育学,22-28,global,4.6,5.6,3.9,8.6,6.9,9.3,5.0,5.7,5.5,5.2,8.7,8.9,5.6,6.7,4.5,5.2,4.9,1.3,8.1,5.3,3.1,5.1,6.8,7.3,3.4,6.7,7.3,8.2,4.0,6.1,0.9,5.2,3.7,2.8,1,0,→,2035+,6.1,沙特阿拉伯小学教师：AI替代抗性强，就业稳定,"Saudi Arabia Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-TR-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,中亚/西亚,土耳其,TR,country,general,本科/教育学,22-28,global,4.7,5.2,4.3,8.4,6.6,9.4,5.0,5.6,4.2,4.6,8.6,9.0,5.3,6.4,4.3,5.6,5.1,1.6,8.0,5.6,2.6,5.7,6.4,7.5,3.3,6.8,7.2,8.3,3.9,5.8,1.6,4.9,4.4,2.6,1,0,→,2035+,6.01,土耳其小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Turkey Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-GB-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,西欧,英国,GB,country,general,本科/教育学,22-28,global,5.3,5.5,4.0,8.5,6.7,9.6,5.2,6.1,5.1,5.4,8.5,9.1,5.7,7.2,5.1,5.7,5.5,1.0,8.0,5.7,3.9,5.5,7.4,7.8,3.8,8.6,6.9,8.5,4.0,6.4,1.6,5.4,5.5,2.6,1,1,→,2035+,6.34,英国小学教师：AI替代抗性强，就业稳定,"United Kingdom Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-FR-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,西欧,法国,FR,country,general,本科/教育学,22-28,global,5.0,5.8,4.5,9.1,6.7,9.0,5.5,6.3,5.2,5.1,8.8,9.1,6.0,7.2,4.8,5.6,5.0,1.1,7.8,5.9,3.4,5.4,7.6,7.7,3.4,8.2,7.2,8.5,3.9,6.2,1.5,5.2,5.4,2.2,1,0,→,2035+,6.35,法国小学教师：AI替代抗性强，就业稳定,"France Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-DE-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,西欧,德国,DE,country,general,本科/教育学,22-28,global,4.9,5.8,4.1,8.8,6.5,9.1,5.2,6.0,6.1,5.6,8.8,9.1,6.0,7.6,5.1,5.5,4.9,1.2,8.2,6.3,3.0,5.5,7.8,7.9,3.9,7.9,7.3,8.7,3.9,6.5,1.2,5.4,5.4,2.2,1,0,→,2035+,6.42,德国小学教师：AI替代抗性强，就业稳定，工作时间规律,"Germany Elementary School Teacher: strong AI resistance, stable employment, regular working hours",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-NL-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,西欧,荷兰,NL,country,general,本科/教育学,22-28,global,5.4,5.9,4.4,8.5,6.7,8.6,5.6,6.4,5.4,5.3,8.3,9.1,6.2,7.8,5.6,5.9,5.5,1.3,7.8,6.4,3.5,6.2,8.1,8.1,3.7,8.9,7.4,8.6,4.1,6.6,1.2,5.3,5.7,2.4,1,1,→,2035+,6.46,荷兰小学教师：AI替代抗性强，就业稳定，职业满足感高,"Netherlands Elementary School Teacher: strong AI resistance, stable employment, high job fulfillment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-CH-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,西欧,瑞士,CH,country,general,本科/教育学,22-28,global,5.3,5.6,3.9,8.9,6.4,8.6,5.6,6.0,6.2,6.1,8.7,9.2,5.8,7.7,5.2,5.6,5.1,1.2,8.1,6.9,3.4,5.8,8.0,8.1,4.1,8.0,7.4,8.7,4.0,6.2,1.4,5.2,5.6,2.5,1,0,→,2035+,6.5,瑞士小学教师：AI替代抗性强，就业稳定，职业满足感高,"Switzerland Elementary School Teacher: strong AI resistance, stable employment, high job fulfillment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-SE-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,北欧,瑞典,SE,country,general,本科/教育学,22-28,global,5.4,5.8,4.5,9.0,6.8,9.0,5.6,6.2,5.7,5.6,8.8,9.0,5.8,8.5,5.8,5.8,5.6,1.2,8.4,6.8,3.4,6.1,8.3,7.8,4.0,8.8,7.4,8.5,4.2,6.4,1.2,5.5,5.4,2.2,1,1,→,2035+,6.6,瑞典小学教师：AI替代抗性强，就业稳定，工作时间规律,"Sweden Elementary School Teacher: strong AI resistance, stable employment, regular working hours",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-DK-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,北欧,丹麦,DK,country,general,本科/教育学,22-28,global,5.3,6.0,4.2,9.0,6.6,8.9,5.3,6.0,5.7,5.7,9.3,9.1,6.1,8.3,5.6,5.5,5.5,1.1,8.3,7.0,3.3,5.9,8.0,7.7,4.1,9.3,7.7,8.5,4.2,6.2,1.0,5.3,5.3,2.6,1,0,→,2035+,6.56,丹麦小学教师：AI替代抗性强，就业稳定，工作时间规律,"Denmark Elementary School Teacher: strong AI resistance, stable employment, regular working hours",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-FI-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,北欧,芬兰,FI,country,general,本科/教育学,22-28,global,5.2,5.7,4.0,8.8,6.4,8.6,5.9,6.2,6.0,6.0,9.5,9.2,5.9,8.3,5.3,5.6,5.5,1.3,8.1,7.7,3.4,6.0,7.8,8.0,3.7,9.1,7.5,8.7,4.1,6.2,1.1,5.1,5.1,2.4,1,1,→,2035+,6.6,芬兰小学教师：AI替代抗性强，就业稳定，职业满足感高,"Finland Elementary School Teacher: strong AI resistance, stable employment, high job fulfillment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-IT-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南欧,意大利,IT,country,general,本科/教育学,22-28,global,5.0,5.5,4.1,8.7,6.4,8.7,5.2,5.7,4.7,5.2,8.5,9.1,5.6,7.1,4.5,5.6,4.7,1.6,7.9,5.4,3.0,5.6,7.3,7.9,3.3,7.6,7.3,8.3,4.1,5.9,1.1,4.9,4.9,2.2,1,0,→,2035+,6.14,意大利小学教师：AI替代抗性强，就业稳定,"Italy Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-ES-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南欧,西班牙,ES,country,general,本科/教育学,22-28,global,4.9,5.4,4.0,8.4,6.2,9.0,5.3,5.4,5.1,5.1,8.2,9.0,5.7,7.0,4.5,5.7,5.3,1.5,7.9,5.4,2.9,5.6,7.5,7.3,3.8,8.0,7.4,8.5,4.0,6.3,1.5,4.8,4.8,2.5,1,0,→,2035+,6.14,西班牙小学教师：AI替代抗性强，就业稳定,"Spain Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-PT-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南欧,葡萄牙,PT,country,general,本科/教育学,22-28,global,5.1,5.7,3.7,8.5,5.9,8.9,5.3,5.7,4.4,5.2,8.3,9.1,5.6,6.8,4.6,5.6,5.4,1.5,8.0,5.7,3.1,5.8,7.5,7.8,3.6,8.0,7.0,8.2,3.9,6.2,1.5,5.1,5.3,2.4,1,0,→,2035+,6.13,葡萄牙小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Portugal Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-PL-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,东欧,波兰,PL,country,general,本科/教育学,22-28,global,5.4,5.8,3.8,8.6,6.4,9.0,5.1,6.2,4.7,5.3,8.2,9.2,5.5,6.8,4.7,5.5,5.1,1.1,8.1,5.5,2.8,5.5,7.2,7.7,3.7,7.9,7.2,8.3,4.1,6.4,1.5,4.9,4.9,2.3,1,0,→,2035+,6.15,波兰小学教师：AI替代抗性强，就业稳定,"Poland Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-CZ-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,东欧,捷克,CZ,country,general,本科/教育学,22-28,global,5.3,5.6,3.8,8.6,6.1,8.8,5.0,6.1,4.4,5.4,8.2,9.0,5.6,7.4,4.8,5.5,5.1,1.0,8.0,5.6,3.0,5.6,7.8,7.6,3.6,8.1,6.9,8.5,3.9,6.1,1.2,5.1,5.0,2.6,1,0,→,2035+,6.18,捷克小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Czech Republic Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-RU-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,东欧,俄罗斯,RU,country,general,本科/教育学,22-28,global,4.8,5.5,4.2,8.8,6.6,9.4,4.9,5.3,4.0,4.7,8.6,9.2,5.3,6.9,4.8,5.3,5.3,1.4,8.2,5.3,3.2,5.6,6.8,7.4,3.7,7.8,7.2,8.8,3.8,6.2,1.0,5.0,3.5,2.4,1,0,→,2035+,6.08,俄罗斯小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Russia Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-US-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,北美,美国,US,country,general,本科/教育学,22-28,global,5.4,5.9,4.5,8.6,7.1,9.6,5.1,6.5,5.4,5.5,7.7,9.0,5.3,6.0,4.5,5.6,5.7,1.2,8.4,5.5,3.8,5.3,7.0,7.5,3.7,8.3,6.9,8.6,4.0,6.1,1.4,5.6,5.4,2.2,1,1,→,2035+,6.29,美国小学教师：AI替代抗性强,United States Elementary School Teacher: strong AI resistance,AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-CA-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,北美,加拿大,CA,country,general,本科/教育学,22-28,global,5.0,5.7,4.4,9.0,6.9,9.0,5.6,6.3,6.1,5.8,8.6,9.1,5.7,7.3,4.7,5.6,5.6,1.3,7.8,6.0,3.9,5.7,7.8,7.6,3.8,8.6,7.6,8.5,3.7,6.4,1.7,5.4,5.6,2.2,1,1,→,2035+,6.47,加拿大小学教师：AI替代抗性强，就业稳定,"Canada Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-MX-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,北美,墨西哥,MX,country,general,本科/教育学,22-28,global,5.1,5.4,3.9,8.3,6.9,10.0,4.5,5.7,3.8,4.9,8.1,8.9,5.6,6.0,4.5,5.2,4.9,1.6,7.9,4.9,2.6,5.3,6.9,7.2,3.5,7.2,6.8,8.2,4.2,5.9,1.2,4.9,4.3,2.7,1,0,→,2035+,5.9,墨西哥小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Mexico Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-BR-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南美,巴西,BR,country,general,本科/教育学,22-28,global,4.7,5.3,4.1,8.5,7.2,9.6,4.8,5.3,4.0,4.7,8.1,8.9,5.3,6.7,4.2,5.5,4.8,1.3,7.8,4.6,2.7,5.1,6.9,7.3,3.5,7.7,7.0,8.6,3.8,6.2,1.3,5.2,3.8,2.4,2,0,→,2035+,5.96,巴西小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Brazil Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-AR-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南美,阿根廷,AR,country,general,本科/教育学,22-28,global,5.2,5.7,3.8,8.6,6.4,9.0,4.6,5.4,3.6,4.8,8.5,9.1,5.5,6.3,4.8,5.2,4.7,1.6,7.8,5.1,3.1,5.3,6.7,7.6,3.5,7.8,7.0,8.6,3.9,6.0,1.3,4.9,4.5,2.8,1,0,→,2035+,5.92,阿根廷小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Argentina Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-CL-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南美,智利,CL,country,general,本科/教育学,22-28,global,4.8,5.2,3.8,8.7,6.4,8.8,4.7,5.7,4.0,4.7,7.6,9.1,5.5,6.6,4.9,5.4,5.3,1.7,7.7,5.0,2.9,5.6,6.8,7.2,3.7,7.4,6.6,8.7,3.9,6.0,1.4,4.8,4.5,2.6,1,0,→,2035+,5.94,智利小学教师：薪资水平偏低，AI替代抗性强,"Chile Elementary School Teacher: relatively low pay, strong AI resistance",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-CO-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,南美,哥伦比亚,CO,country,general,本科/教育学,22-28,global,4.8,5.3,4.3,8.5,6.4,8.9,4.5,5.4,3.7,4.5,8.1,8.9,5.5,6.2,4.7,5.5,5.0,1.6,8.1,5.0,3.0,5.0,6.8,7.1,3.4,7.2,7.3,8.7,3.9,5.6,1.4,5.1,3.8,2.6,1,0,→,2035+,5.91,哥伦比亚小学教师：薪资水平偏低，AI替代抗性强，就业稳定,"Colombia Elementary School Teacher: relatively low pay, strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-AU-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,大洋洲,澳大利亚,AU,country,general,本科/教育学,22-28,global,4.9,5.4,4.0,8.6,6.6,9.1,5.7,6.1,6.1,5.6,8.5,9.1,6.0,7.4,5.0,5.5,5.4,1.3,7.8,5.9,3.5,5.7,7.9,7.8,3.7,8.4,7.4,8.2,3.9,6.3,1.2,5.4,5.7,2.2,1,1,→,2035+,6.44,澳大利亚小学教师：AI替代抗性强，就业稳定,"Australia Elementary School Teacher: strong AI resistance, stable employment",AI综合评估 + O*NET/ILO/UNESCO锚点校准
EDU-0101-NZ-general,教育与学术,EDU,K12教育,小学教师,Elementary School Teacher,2341,25-2021.00,大洋洲,新西兰,NZ,country,general,本科/教育学,22-28,global,5.2,5.7,4.2,8.7,6.1,8.3,5.3,6.6,5.1,5.4,8.3,9.0,6.1,7.8,5.4,5.5,5.1,1.1,8.4,6.2,3.1,5.9,7.7,7.7,3.9,8.7,7.0,8.8,4.1,6.1,1.2,5.4,5.3,2.4,1,0,→,2035+,6.39,新西兰小学教师：AI替代抗性强，就业稳定，工作时间规律,"New Zealand Elementary School Teacher: strong AI resistance, stable employment, regular working hours",AI综合评估 + O*NET/ILO/UNESCO锚点校准
